QSR,Europe/Rome
ISR,Europe/Rome
YGP,America/Montreal
EZV,Asia/Yekaterinburg
CAQ,America/Bogota
BHI,America/Argentina/Buenos_Aires
TZL,Europe/Sarajevo
CBZ,America/Anchorage
BRA,America/Bahia
YNG,America/New_York
COT,America/Chicago
KXA,America/Anchorage
WRG,America/Sitka
KIK,Asia/Baghdad
HMN,America/Denver
ALM,America/Denver
FNE,Asia/Vladivostok
PDA,America/Bogota
MCM,Europe/Monaco
TMX,Africa/Algiers
MFA,Africa/Dar_es_Salaam
IKS,Asia/Yakutsk
OXD,America/Indiana/Indianapolis
KRS,Europe/Oslo
VCD,Australia/Darwin
TNH,Asia/Harbin
PZB,Africa/Johannesburg
ANC,America/Anchorage
MRI,America/Anchorage
EDF,America/Anchorage
YCL,America/Moncton
CJS,America/Ojinaga
SDD,Africa/Luanda
URG,America/Sao_Paulo
YKM,America/Los_Angeles
CAT,America/Cayman
GLI,Australia/Sydney
SVW,America/Anchorage
NVS,Europe/Paris
KKZ,Asia/Phnom_Penh
HLH,Asia/Shanghai
ECN,Asia/Nicosia
UIO,America/Guayaquil
MSR,Europe/Istanbul
BEO,Australia/Sydney
NTL,Australia/Sydney
KVB,Europe/Stockholm
BEI,Africa/Addis_Ababa
WAA,America/Nome
SDM,America/Los_Angeles
SEE,America/Los_Angeles
NKX,America/Los_Angeles
MYF,America/Los_Angeles
NZY,America/Los_Angeles
CLD,America/Los_Angeles
SAN,America/Los_Angeles
ZFR,Europe/Monaco
SSW,America/Whitehorse
CBE,America/New_York
SKV,Africa/Cairo
YBL,America/Vancouver
LLI,Africa/Addis_Ababa
ZNE,Australia/Perth
SDG,Asia/Tehran
YUT,America/Rankin_Inlet
AAO,America/Caracas
TIJ,America/Tijuana
BTR,America/Chicago
SRH,Africa/Ndjamena
VLG,America/Argentina/Buenos_Aires
OCJ,America/Jamaica
AIM,Pacific/Wallis
BDM,Europe/Istanbul
YYR,America/Goose_Bay
CUK,America/Costa_Rica
YQH,America/Whitehorse
USM,Asia/Bangkok
DJJ,Asia/Jayapura
MOQ,Indian/Antananarivo
BNS,America/Caracas
SUG,Asia/Manila
NNT,Asia/Bangkok
ZDP,Europe/Monaco
OLP,Australia/Adelaide
DPO,Australia/Hobart
IXB,Asia/Kolkata
CEK,Asia/Yekaterinburg
LSP,America/Caracas
ZAH,Asia/Tehran
LYE,Europe/London
MTI,Atlantic/Cape_Verde
KNF,Europe/London
TBI,America/Nassau
AAE,Africa/Algiers
HCR,America/Anchorage
PWM,America/New_York
CSA,Europe/London
LIV,America/Anchorage
MSH,Asia/Muscat
PBI,America/New_York
LNA,America/New_York
WPT,America/New_York
NCA,America/Grand_Turk
RMO,Europe/Chisinau
POF,America/Chicago
WSP,America/Managua
BIE,America/Chicago
DBO,Australia/Sydney
EAU,America/Chicago
BSB,America/Sao_Paulo
OLF,America/Denver
TMW,Australia/Sydney
YYL,America/Winnipeg
KGN,Africa/Lubumbashi
PEC,America/Anchorage
MFG,Asia/Karachi
CAH,Asia/Ho_Chi_Minh
HEN,Europe/Jersey
SOI,Australia/Brisbane
PVE,America/Panama
KMQ,Asia/Tokyo
WJR,Africa/Nairobi
SIK,America/Chicago
ISP,America/New_York
CUC,America/Bogota
WYS,America/Denver
MII,America/Sao_Paulo
FLT,America/Anchorage
ZCO,America/Santiago
OXC,America/New_York
TIQ,Pacific/Saipan
NUS,Pacific/Efate
CKD,America/Anchorage
MKG,America/Detroit
PPK,Asia/Qyzylorda
VCA,Asia/Ho_Chi_Minh
BHF,America/Cayman
FLW,Atlantic/Azores
GMA,Africa/Kinshasa
NUW,America/Los_Angeles
VAR,Europe/Sofia
PRS,Pacific/Guadalcanal
DLM,Europe/Istanbul
CTL,Australia/Brisbane
OGN,Asia/Tokyo
PTX,America/Bogota
XLS,Africa/Dakar
GNJ,Asia/Baku
CBR,Australia/Sydney
LYX,Europe/London
ODY,Asia/Vientiane
AKX,Asia/Qyzylorda
ZGR,America/Winnipeg
MBJ,America/Jamaica
PMP,Asia/Vladivostok
BCA,America/Havana
DHA,Asia/Riyadh
TSV,Australia/Brisbane
ODW,America/Los_Angeles
OXB,Africa/Bissau
TUU,Asia/Riyadh
MYV,America/Los_Angeles
BAB,America/Los_Angeles
JIM,Africa/Addis_Ababa
VAT,Indian/Antananarivo
AIN,America/Anchorage
K03,America/Anchorage
HUY,Europe/London
HYA,America/New_York
ZSA,America/Nassau
IGR,America/Argentina/Cordoba
GZT,Europe/Istanbul
KRR,Europe/Moscow
SPD,Asia/Dhaka
KDR,Asia/Vladivostok
ROY,America/Argentina/Catamarca
LDN,Asia/Kathmandu
PLY,America/Havana
BFM,America/Chicago
MOB,America/Chicago
AXU,Africa/Addis_Ababa
MKO,America/Chicago
SUL,Asia/Karachi
YNS,America/Montreal
ZHI,Europe/Zurich
LRM,America/Santo_Domingo
CIZ,America/Manaus
BTU,Asia/Kuching
MQB,America/Merida
NIO,Africa/Kinshasa
MEK,Africa/Casablanca
PUW,America/Los_Angeles
RRG,Indian/Mauritius
TEA,America/Tegucigalpa
KPK,America/Anchorage
LPQ,Asia/Vientiane
MOT,America/Chicago
MIB,America/Chicago
YOL,Africa/Lagos
EOI,Europe/London
YAP,Pacific/Chuuk
YOD,America/Edmonton
BFT,America/New_York
PSH,Europe/Berlin
GGS,America/Argentina/Rio_Gallegos
OZH,Europe/Zaporozhye
CKS,America/Belem
SFT,Europe/Stockholm
AYP,America/Lima
SLF,Asia/Riyadh
GNU,America/Anchorage
TLS,Europe/Paris
XYT,Europe/Paris
VUS,Europe/Moscow
ELH,America/Nassau
RDG,America/New_York
MAY,America/Nassau
JDZ,Asia/Shanghai
BZN,America/Denver
NAY,Asia/Shanghai
PEK,Asia/Shanghai
BJS,Asia/Shanghai
PKX,Asia/Shanghai
ULK,Asia/Yakutsk
CAC,America/Sao_Paulo
MAM,America/Matamoros
YPX,America/Montreal
RUM,Asia/Kathmandu
CKZ,Europe/Istanbul
JSY,Europe/Athens
YNE,America/Winnipeg
ZMI,Europe/Rome
NAP,Europe/Rome
NHR,Europe/Rome
INP,Europe/Rome
ESR,America/Santiago
ISM,America/New_York
NHT,Europe/London
MPK,Asia/Seoul
LEH,Europe/Paris
CCP,America/Santiago
MJC,Africa/Abidjan
KHD,Asia/Tehran
KTD,Asia/Tokyo
OLN,America/Maceio
DOK,Europe/Kiev
BLE,Europe/Stockholm
UTW,Africa/Johannesburg
QRH,Europe/Amsterdam
RTM,Europe/Amsterdam
BVY,America/New_York
PPE,America/Hermosillo
VIG,America/Caracas
PVD,America/New_York
REC,America/Recife
HTN,Asia/Kashgar
AKR,Africa/Lagos
WHL,Australia/Perth
HOM,America/Anchorage
CAN,Asia/Shanghai
ZTI,Asia/Shanghai
PFT,Asia/Shanghai
ARD,Asia/Makassar
AUG,America/New_York
TKA,America/Anchorage
LBQ,Africa/Libreville
CNY,America/Denver
INX,Asia/Jayapura
DKK,America/New_York
KXK,Asia/Vladivostok
MLC,America/Chicago
TBW,Europe/Moscow
BYA,America/Anchorage
IAA,Asia/Krasnoyarsk
LTI,Asia/Hovd
MHD,Asia/Tehran
BEU,Australia/Brisbane
ZGI,America/Winnipeg
CTJ,Europe/Monaco
RDR,America/Chicago
SLC,America/Denver
UNK,America/Anchorage
HUX,America/Mexico_City
ESN,America/New_York
BUX,Africa/Lubumbashi
CIL,America/Anchorage
KIF,America/Winnipeg
TVF,America/Chicago
LHE,Asia/Karachi
MFX,Europe/Paris
CHM,America/Lima
KMJ,Asia/Tokyo
LOK,Africa/Nairobi
RWB,America/Anchorage
POZ,Europe/Warsaw
ASO,Africa/Addis_Ababa
LUP,Pacific/Honolulu
YQC,America/Montreal
REN,Asia/Yekaterinburg
MNB,Africa/Kinshasa
INK,America/Chicago
STY,America/Montevideo
OKR,Australia/Brisbane
AGB,Europe/Berlin
ZMU,Europe/Berlin
MUC,Europe/Berlin
YEC,Asia/Seoul
KDL,Europe/Tallinn
AGF,Europe/Paris
BMW,Africa/Algiers
KYP,Asia/Rangoon
HMJ,Europe/Kiev
OVB,Asia/Novosibirsk
YZH,America/Edmonton
TMI,Asia/Kathmandu
SFL,Atlantic/Cape_Verde
ZGN,Asia/Shanghai
IXI,Asia/Kolkata
HEK,Asia/Harbin
BQN,America/Puerto_Rico
MVD,America/Montevideo
AYQ,Australia/Darwin
BNN,Europe/Oslo
PUD,America/Argentina/Rio_Gallegos
GHK,Asia/Gaza
CZE,America/Caracas
MNI,America/Montserrat
SQC,Australia/Perth
PLZ,Africa/Johannesburg
YZS,America/Coral_Harbour
ISB,Asia/Karachi
BSC,America/Bogota
RES,America/Argentina/Cordoba
KYK,America/Anchorage
JXN,America/New_York
PDB,America/Anchorage
WBQ,America/Anchorage
XVV,America/Toronto
GQQ,America/New_York
AWD,Pacific/Efate
CDJ,America/Belem
PTA,America/Anchorage
HGO,Africa/Abidjan
MTZ,Asia/Jerusalem
MOI,Pacific/Rarotonga
VOZ,Europe/Moscow
PVS,Asia/Anadyr
GHE,America/Panama
APZ,America/Argentina/Salta
NTE,Europe/Paris
QJZ,Europe/Paris
ALJ,Africa/Johannesburg
CWS,America/Los_Angeles
OHO,Asia/Vladivostok
CSB,Europe/Bucharest
OBF,Europe/Berlin
BYK,Africa/Abidjan
PNH,Asia/Phnom_Penh
TFI,Asia/Vladivostok
KJA,Asia/Krasnoyarsk
KCY,Asia/Krasnoyarsk
PEV,Europe/Monaco
KEV,Europe/Helsinki
SDT,Asia/Karachi
XIL,Asia/Shanghai
RAL,America/Los_Angeles
RIV,America/Los_Angeles
KAD,Africa/Lagos
LEC,America/Bahia
GSB,America/New_York
FME,America/New_York
MTR,America/Bogota
JAG,Asia/Karachi
IPT,America/New_York
BOY,Africa/Ouagadougou
DGT,Asia/Manila
ZTA,Pacific/Tahiti
AUA,America/Aruba
ECG,America/New_York
IOW,America/Chicago
BZB,Africa/Kigali
KAN,Africa/Lagos
MGR,America/Havana
POI,America/La_Paz
QQM,Europe/London
MAN,Europe/London
ZMP,Europe/London
EAT,America/Los_Angeles
LYH,America/New_York
ZPH,America/New_York
PMR,Pacific/Auckland
MVZ,Africa/Harare
AUC,America/Bogota
SHJ,Asia/Dubai
BLI,America/Los_Angeles
AYK,Asia/Qyzylorda
RAV,America/Bogota
MCL,America/Anchorage
PSZ,America/La_Paz
SCT,Asia/Aden
STB,America/Caracas
GSO,America/New_York
YAC,America/Winnipeg
KME,Africa/Kigali
LND,America/Denver
NWA,Indian/Comoro
VNA,Asia/Vientiane
ILP,Pacific/Noumea
CLP,America/Anchorage
HUH,Pacific/Tahiti
TTB,Europe/Rome
POS,America/Port_of_Spain
SPR,America/Belize
ZPD,Europe/Monaco
SXR,Asia/Kolkata
GSQ,Africa/Cairo
REY,America/La_Paz
AHN,America/New_York
RTS,Australia/Perth
SFH,America/Santa_Isabel
EIK,Europe/Moscow
RFN,Atlantic/Reykjavik
IXG,Asia/Kolkata
ORA,America/Argentina/Salta
CIU,America/Detroit
UMR,Australia/Adelaide
XBK,Europe/Paris
GAQ,Africa/Bamako
ACI,Europe/Guernsey
VIE,Europe/Vienna
XWW,Europe/Vienna
XWC,Europe/Vienna
ESK,Europe/Istanbul
AOE,Europe/Istanbul
NVI,Asia/Samarkand
YQX,America/St_Johns
TPN,America/Guayaquil
AUU,Australia/Brisbane
LEN,Europe/Madrid
EEU,Europe/Madrid
TCH,Africa/Libreville
MWZ,Africa/Dar_es_Salaam
KBY,Australia/Adelaide
YPQ,America/Toronto
FOG,Europe/Rome
FOI,Europe/Rome
FAT,America/Los_Angeles
WST,America/New_York
NER,Asia/Yakutsk
ULU,Africa/Kampala
VSA,America/Mexico_City
XFL,America/Toronto
SLK,America/New_York
OFK,America/Chicago
LCR,America/Cayman
YXN,America/Rankin_Inlet
GEL,America/Sao_Paulo
MLL,America/Anchorage
LFR,America/Caracas
ULA,America/Argentina/Rio_Gallegos
FOA,Europe/Jersey
YXE,America/Regina
KLN,America/Anchorage
USN,Asia/Seoul
PAQ,America/Anchorage
YKU,America/Montreal
TIN,Africa/Algiers
CFG,America/Havana
TOD,Asia/Kuala_Lumpur
LET,America/Bogota
BTE,Africa/Freetown
BYH,America/Chicago
ENA,America/Anchorage
VAV,Pacific/Tongatapu
IUL,Asia/Jayapura
RCE,America/Vancouver
NNM,Europe/Moscow
POM,Pacific/Port_Moresby
WUH,Asia/Shanghai
RCH,America/Bogota
XNV,Europe/Jersey
PZU,Africa/Khartoum
ULD,Africa/Johannesburg
KGK,America/Anchorage
ZVM,Europe/Monaco
GDQ,Africa/Addis_Ababa
COX,America/Nassau
BOX,Australia/Darwin
FZO,Europe/London
HDD,Asia/Karachi
PMO,Europe/Rome
GYD,Asia/Baku
YQW,America/Regina
IRJ,America/Argentina/La_Rioja
WMN,Indian/Antananarivo
PHD,America/New_York
YXJ,America/Dawson_Creek
EYA,Asia/Yakutsk
UCA,America/New_York
CBT,Africa/Luanda
ADX,Europe/London
KEH,America/Vancouver
KMO,America/Anchorage
KDU,Asia/Karachi
SHE,Asia/Shanghai
ATK,America/Anchorage
YHI,America/Yellowknife
ADQ,America/Anchorage
PSU,Asia/Pontianak
RUR,Pacific/Tahiti
DWA,Africa/Blantyre
RKE,Europe/Copenhagen
ZGH,Europe/Copenhagen
CPH,Europe/Copenhagen
LHA,Europe/Berlin
LDE,Europe/Paris
CLW,America/New_York
JQE,America/Panama
BFJ,Pacific/Fiji
VIS,America/Los_Angeles
PIN,America/Manaus
EUN,Africa/El_Aaiun
EYW,America/New_York
NQX,America/New_York
YQF,America/Edmonton
KAJ,Europe/Helsinki
ZAL,America/Santiago
KSI,Africa/Conakry
TYF,Europe/Stockholm
ILZ,Europe/Bratislava
MDI,Africa/Lagos
CPS,America/Chicago
STL,America/Chicago
SUS,America/Chicago
CRZ,Asia/Ashgabat
CRD,America/Argentina/Catamarca
ZCL,America/Mexico_City
SHW,Asia/Riyadh
KZO,Asia/Qyzylorda
KYZ,Asia/Krasnoyarsk
PCB,Asia/Jakarta
JUL,America/Lima
MJM,Africa/Lubumbashi
GBD,America/Chicago
TBH,Asia/Manila
YLW,America/Vancouver
EAM,Asia/Riyadh
CXP,Asia/Jakarta
ESD,America/Los_Angeles
GUH,Australia/Sydney
PAS,Europe/Athens
HIF,America/Denver
FLS,Australia/Hobart
MDY,Pacific/Midway
CJM,Asia/Bangkok
KEN,Africa/Freetown
YGZ,America/Iqaluit
RON,America/Cayman
VCT,America/Chicago
LAK,America/Yellowknife
KKD,Asia/Vladivostok
HKN,Pacific/Port_Moresby
WUZ,Asia/Chongqing
LVO,Australia/Perth
GIL,Asia/Karachi
CHP,America/Anchorage
PSM,America/New_York
BOS,America/New_York
SML,America/Nassau
CXB,Asia/Dhaka
AIS,Pacific/Tarawa
TKE,Asia/Vladivostok
PCH,America/Tegucigalpa
VPE,Africa/Bangui
SAU,Asia/Makassar
HBR,America/Chicago
YCR,America/Winnipeg
YTL,America/Winnipeg
LKL,Europe/Oslo
BDD,Australia/Brisbane
MPU,Asia/Vladivostok
HFN,Atlantic/Reykjavik
GED,America/New_York
EIN,Europe/Amsterdam
LUM,Asia/Chongqing
GOU,Africa/Douala
BHQ,Australia/Broken_Hill
MXJ,Africa/Lagos
SWS,Europe/London
SPN,Pacific/Saipan
ZKZ,Europe/Monaco
NSK,Asia/Krasnoyarsk
XGR,America/Montreal
AND,America/New_York
BQH,Europe/London
LCY,Europe/London
LTN,Europe/London
LGW,Europe/London
ZEP,Europe/London
QQK,Europe/London
QQP,Europe/London
QQS,Europe/London
XQE,Europe/London
QQU,Europe/London
ZLS,Europe/London
STN,Europe/London
LHR,Europe/London
AZB,Asia/Vladivostok
BDU,Europe/Oslo
BKO,Africa/Bamako
JER,Europe/Jersey
ANU,America/Antigua
YKL,America/Montreal
GPA,Europe/Athens
PBV,America/Cuiaba
TNL,Europe/Kiev
SRG,Asia/Jakarta
BBI,Asia/Kolkata
SMS,Indian/Antananarivo
CKY,Africa/Conakry
BRC,America/Argentina/Salta
BLP,America/Lima
KZS,Europe/Athens
VGO,Europe/Madrid
GYS,Asia/Chongqing
KDM,Indian/Maldives
CFO,America/Cuiaba
BWB,Australia/Perth
INH,Africa/Maputo
XPK,America/Winnipeg
PIZ,America/Nome
ZUM,America/Goose_Bay
LCE,America/Tegucigalpa
XRY,Europe/Madrid
YJW,Europe/Madrid
RCO,Europe/Paris
AVX,America/Los_Angeles
CZU,America/Bogota
OSW,Asia/Yekaterinburg
FDH,Europe/Berlin
AYT,Europe/Istanbul
SDP,America/Anchorage
ZAZ,Europe/Madrid
XZZ,Europe/Madrid
RZG,Europe/Madrid
ALY,Africa/Cairo
HBE,Africa/Cairo
QWU,Europe/Berlin
YRV,America/Vancouver
KSN,Asia/Qyzylorda
VIL,Africa/El_Aaiun
YRO,America/Montreal
XDS,America/Montreal
YOW,America/Montreal
YND,America/Montreal
KCA,Asia/Urumqi
CFN,Europe/Dublin
GEN,Africa/Ceuta
WNZ,Asia/Shanghai
UET,Asia/Karachi
MYB,Africa/Libreville
QLA,Europe/London
FID,America/New_York
BLQ,Europe/Rome
IBT,Europe/Rome
NOD,Europe/Berlin
AIT,Pacific/Rarotonga
HOT,America/Chicago
LID,Europe/Amsterdam
YZW,America/Whitehorse
NAV,Europe/Istanbul
IZO,Asia/Tokyo
MGH,Africa/Johannesburg
ENK,Europe/London
AGQ,Europe/Athens
TOX,Asia/Yekaterinburg
RMZ,Asia/Yekaterinburg
SVP,Africa/Luanda
KRK,Europe/Warsaw
AMV,Europe/Moscow
OZC,Asia/Manila
KSM,America/Nome
PHY,Asia/Bangkok
QXB,Europe/Paris
SBO,America/Denver
MVN,America/Winnipeg
MDL,Asia/Rangoon
OBO,Asia/Tokyo
GSS,Africa/Johannesburg
GPT,America/Chicago
VQS,America/Puerto_Rico
KAR,America/Guyana
NAK,Asia/Bangkok
ARE,America/Puerto_Rico
PDX,America/Los_Angeles
BMI,America/Chicago
UAQ,America/Argentina/San_Juan
MPM,Africa/Maputo
MES,Asia/Jakarta
KNO,Asia/Jakarta
MVS,America/Bahia
OMS,Asia/Omsk
SHH,America/Nome
AAR,Europe/Copenhagen
TCL,America/Chicago
WAL,America/New_York
RIN,Pacific/Guadalcanal
QHR,Asia/Qatar
HRL,America/Chicago
RPR,Asia/Kolkata
RYO,America/Argentina/Rio_Gallegos
TLD,Africa/Gaborone
SGL,Asia/Manila
MNL,Asia/Manila
VFA,Africa/Harare
STG,America/Anchorage
SBZ,Europe/Bucharest
TUD,Africa/Dakar
PVR,America/Mexico_City
MTY,America/Monterrey
NTR,America/Monterrey
VHY,Europe/Paris
WPM,Asia/Vladivostok
CGB,America/Cuiaba
EMP,America/Chicago
ESM,America/Guayaquil
DEA,Asia/Karachi
MIR,Africa/Tunis
BHN,Asia/Aden
VVC,America/Bogota
BCM,Europe/Bucharest
ZPB,America/Winnipeg
YQZ,America/Vancouver
AMQ,Asia/Jayapura
PED,Europe/Prague
AAK,Pacific/Tarawa
NYI,Africa/Accra
HAC,Asia/Tokyo
BHC,Asia/Oral
KSA,Pacific/Kosrae
YAG,America/Winnipeg
MGE,America/New_York
MKE,America/Chicago
MWC,America/Chicago
RZV,Europe/Istanbul
MWX,Asia/Seoul
YGV,America/Montreal
IGU,America/Sao_Paulo
MLX,Europe/Istanbul
TSH,Africa/Lubumbashi
KTE,Asia/Kuala_Lumpur
GES,Asia/Manila
VAK,America/Nome
AKA,Asia/Chongqing
MCK,America/Chicago
KXF,Pacific/Fiji
PJM,America/Costa_Rica
YXZ,America/Toronto
PZA,America/Bogota
DBV,Europe/Zagreb
MUA,Pacific/Guadalcanal
PIR,America/Chicago
GXG,Africa/Luanda
ZTB,America/Blanc-Sablon
ODS,Europe/Kiev
ERM,America/Sao_Paulo
HHI,Pacific/Honolulu
CJL,Asia/Karachi
IGG,America/Anchorage
GSP,America/New_York
LOH,America/Guayaquil
GAL,America/Anchorage
EBB,Africa/Kampala
UUK,America/Anchorage
TJM,Asia/Yekaterinburg
SMA,Atlantic/Azores
MVV,Europe/Paris
PKY,Asia/Pontianak
GVL,America/New_York
CBO,Asia/Manila
NTD,America/Los_Angeles
REG,Europe/Rome
RCC,Europe/Rome
CUQ,Australia/Brisbane
UPP,Pacific/Honolulu
AXM,America/Bogota
IGM,America/Phoenix
MHG,Europe/Berlin
MHJ,Europe/Berlin
KHW,Africa/Gaborone
SEU,Africa/Dar_es_Salaam
SDK,Asia/Kuching
TDD,America/La_Paz
YXY,America/Whitehorse
VSF,America/New_York
RDM,America/Los_Angeles
VSG,Europe/Kiev
AEH,Africa/Ndjamena
YLR,America/Winnipeg
TUW,America/Panama
DUJ,America/New_York
BSD,Asia/Chongqing
LYC,Europe/Stockholm
EDL,Africa/Nairobi
CMR,Europe/Paris
BEY,Asia/Beirut
ORF,America/New_York
NGU,America/New_York
DVO,Asia/Manila
AXD,Europe/Athens
QNV,America/Sao_Paulo
SIP,Europe/Simferopol
LBW,Asia/Makassar
NLP,Africa/Johannesburg
MQP,Africa/Johannesburg
NCN,America/Anchorage
GDG,Asia/Yakutsk
TLU,America/Bogota
YYT,America/St_Johns
RIS,Asia/Tokyo
ZBA,Europe/Paris
LNY,Pacific/Honolulu
KMM,Asia/Jayapura
NZH,Asia/Shanghai
DOD,Africa/Dar_es_Salaam
YXK,America/Montreal
TLJ,America/Anchorage
YBW,America/Vancouver
MME,Europe/London
RCB,Africa/Johannesburg
YEO,Europe/London
BFQ,America/Panama
PBE,America/Bogota
JGO,America/Godthab
CFC,America/Sao_Paulo
PMY,America/Argentina/Catamarca
AFL,America/Cuiaba
OMF,Asia/Amman
LGC,America/New_York
CGH,America/Sao_Paulo
VCP,America/Sao_Paulo
GRU,America/Sao_Paulo
BBN,Asia/Kuching
OOT,Pacific/Tarawa
BUI,Asia/Jayapura
KLX,Europe/Athens
KIE,Asia/Vladivostok
CIF,Asia/Shanghai
THO,Atlantic/Reykjavik
TKD,Africa/Accra
AJA,Europe/Paris
MMB,Asia/Tokyo
KOI,Europe/London
GTE,Australia/Darwin
YNL,America/Regina
DAR,Africa/Dar_es_Salaam
CYF,America/Nome
LER,Australia/Perth
GFB,America/Anchorage
TKC,Africa/Douala
BAU,America/Sao_Paulo
JTC,America/Sao_Paulo
SGS,Asia/Macau
BBA,America/Santiago
INN,Europe/Vienna
IOB,Europe/Vienna
PEU,America/Tegucigalpa
ESH,Europe/London
SJO,America/Costa_Rica
SYQ,America/Costa_Rica
LBA,Europe/London
MXH,Pacific/Port_Moresby
LYG,Asia/Shanghai
NKI,America/Anchorage
PKN,Asia/Pontianak
NYN,Australia/Sydney
FUJ,Asia/Tokyo
BWI,America/New_York
BOF,America/New_York
BZS,America/New_York
MTN,America/New_York
GBO,America/New_York
JPN,America/New_York
DCA,America/New_York
IAD,America/New_York
ZBP,America/New_York
ZWU,America/New_York
MHM,America/Anchorage
SDR,Europe/Madrid
YJL,Europe/Madrid
DHS,Europe/Madrid
LRD,America/Chicago
RTW,Europe/Saratov
GSV,Europe/Saratov
KAB,Africa/Harare
PTH,America/Anchorage
MSL,America/Chicago
SJJ,Europe/Sarajevo
PBD,Asia/Kolkata
LBI,Europe/Paris
YCS,America/Rankin_Inlet
PHE,Australia/Perth
JSA,Asia/Kolkata
HAN,Asia/Ho_Chi_Minh
BIH,America/Los_Angeles
GFK,America/Chicago
COV,Europe/Istanbul
PVG,Asia/Shanghai
SHA,Asia/Shanghai
GTI,Europe/Berlin
DAV,America/Panama
ELU,Africa/Algiers
BJP,America/Sao_Paulo
GXQ,America/Santiago
TII,Asia/Kabul
OGG,Pacific/Honolulu
SWP,Africa/Windhoek
OLH,America/Anchorage
MLB,America/New_York
PUQ,America/Santiago
PLP,America/Panama
GLF,America/Costa_Rica
DAX,Asia/Chongqing
BHJ,Asia/Kolkata
ATR,Africa/Nouakchott
MOV,Australia/Brisbane
AOU,Asia/Vientiane
CON,America/New_York
CJD,America/Cayman
JNZ,Asia/Shanghai
CNB,Australia/Sydney
SQL,America/Los_Angeles
SYM,Asia/Chongqing
OMH,Asia/Tehran
CUP,America/Caracas
GYM,America/Hermosillo
HYS,America/Chicago
DGA,America/Costa_Rica
FYU,America/Anchorage
YHY,America/Yellowknife
AWK,Pacific/Wake
HMR,Europe/Oslo
JNS,America/Godthab
LRF,America/Chicago
TPQ,America/Mazatlan
REX,America/Matamoros
YBI,America/St_Johns
ORT,America/Anchorage
KHC,Europe/Simferopol
VXO,Europe/Stockholm
KKI,America/Anchorage
BOO,Europe/Oslo
KLR,Europe/Stockholm
INU,Pacific/Nauru
IPC,Pacific/Easter
CZS,America/Rio_Branco
SBP,America/Los_Angeles
CSL,America/Los_Angeles
OPS,America/Cuiaba
GCK,America/Chicago
BFX,Africa/Douala
KTS,America/Nome
BZR,Europe/Paris
NAS,America/Nassau
PID,America/Nassau
SZB,Asia/Kuala_Lumpur
KUL,Asia/Kuala_Lumpur
XKL,Asia/Kuala_Lumpur
COE,America/Los_Angeles
RAF,America/Maceio
BXM,Asia/Jakarta
BSG,Africa/Malabo
VIN,Europe/Kiev
AIE,Pacific/Port_Moresby
ARA,America/Chicago
GBE,Africa/Gaborone
CXJ,America/Sao_Paulo
ALX,America/Chicago
WGP,Asia/Makassar
KKE,Pacific/Auckland
LRA,Europe/Athens
ORV,America/Anchorage
DPL,Asia/Manila
DKR,Africa/Dakar
DSS,Africa/Dakar
AHE,Pacific/Tahiti
LBD,Asia/Dushanbe
JAT,Pacific/Wallis
EGC,Europe/Paris
TWA,America/Anchorage
LML,Pacific/Wallis
UBA,America/Sao_Paulo
UME,Europe/Stockholm
AHI,Asia/Jayapura
JSR,Asia/Dhaka
NPE,Pacific/Auckland
ROD,Africa/Johannesburg
YJV,Europe/Madrid
VLC,Europe/Madrid
MAB,America/Belem
KVX,Europe/Volgograd
EKN,America/New_York
KUA,Asia/Kuala_Lumpur
KLH,Asia/Kolkata
KOW,Asia/Shanghai
AAT,Asia/Urumqi
CCR,America/Los_Angeles
FTX,Africa/Brazzaville
KWG,Europe/Kiev
OOL,Australia/Brisbane
HAV,America/Havana
PHO,America/Nome
SIG,America/Puerto_Rico
SJU,America/Puerto_Rico
PHA,Asia/Ho_Chi_Minh
GCM,America/Cayman
CDZ,Europe/Madrid
YTA,America/Toronto
ALU,Africa/Mogadishu
TYA,Europe/Moscow
YHP,America/Winnipeg
VIC,Europe/Rome
VNZ,Europe/Rome
BSX,Asia/Rangoon
NDC,Asia/Kolkata
PMA,Africa/Dar_es_Salaam
LMC,America/Cayman
WBO,Indian/Antananarivo
DNK,Europe/Kiev
WMX,Asia/Jayapura
HDS,Africa/Johannesburg
KOY,America/Anchorage
UVA,America/Chicago
CZW,Europe/Warsaw
VBY,Europe/Stockholm
SWT,Asia/Novosibirsk
KID,Europe/Stockholm
FRB,Australia/Sydney
BBT,Africa/Bangui
GUS,America/Indiana/Indianapolis
SEH,Asia/Jayapura
MLM,America/Mexico_City
RAP,America/Denver
RCA,America/Denver
XVJ,Europe/Jersey
KLJ,Europe/Vilnius
AHT,America/Anchorage
XCD,Europe/Paris
KOS,Asia/Phnom_Penh
MPH,Asia/Manila
WME,Australia/Perth
ABQ,America/Denver
LDX,America/Cayenne
WGE,Australia/Sydney
DSN,Asia/Chongqing
ATC,America/Nassau
KOB,Africa/Niamey
OYE,Africa/Libreville
ROA,America/New_York
ODB,Europe/Madrid
XOJ,Europe/Madrid
ICY,America/Anchorage
RNA,Pacific/Guadalcanal
PTU,America/Anchorage
DUR,Africa/Johannesburg
VIR,Africa/Johannesburg
WVN,Europe/Berlin
ORX,America/Santarem
EAE,Pacific/Efate
TYR,America/Chicago
NBP,America/New_York
NES,America/New_York
FLU,America/New_York
LGA,America/New_York
QNY,America/New_York
